room_id	node_path	type	parent	z_index	effective_z	z_as_relative	y_sort_enabled	canvas_layer	visible	global_position
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/LeftWall/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/LeftWall	0	0	true	false	0	true	(-24.0, 360.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step01	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step01/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step01	0	0	true	false	0	true	(1568.0, 666.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step02	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step02/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step02	0	0	true	false	0	true	(1632.0, 671.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step03	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step03/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step03	0	0	true	false	0	true	(1696.0, 676.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step04	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step04/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step04	0	0	true	false	0	true	(1760.0, 681.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step05	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step05/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step05	0	0	true	false	0	true	(1824.0, 686.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step06	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step06/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step06	0	0	true	false	0	true	(1888.0, 691.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step07	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step07/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step07	0	0	true	false	0	true	(1952.0, 696.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step08	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step08/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Geometry/Step08	0	0	true	false	0	true	(2016.0, 701.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors	Node2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule	0	0	true	false	0	true	(0.0, 0.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor	Area2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors	0	0	true	false	0	true	(1468.0, 380.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor/Presentation	Node2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor	-30	-30	true	false	0	true	(1468.0, 380.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor/Presentation/DoorVisual	Sprite2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor/Presentation	0	-30	true	false	0	true	(1468.0, 380.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor/Blocker	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor	0	0	true	false	0	true	(1468.0, 380.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor/Blocker/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor/Blocker	0	0	true	false	0	true	(1468.0, 446.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor	0	0	true	false	0	true	(1406.0, 446.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor/Interaction	Node2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor	14	14	true	false	0	true	(1468.0, 380.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor/Interaction/Prompt	Label	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveDoor/Interaction	0	14	true	false	0	false	(1374.0, 262.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveExit	Area2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors	14	14	true	false	0	true	(1998.0, 640.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveExit/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/Doors/NaveExit	0	14	true	false	0	true	(1998.0, 640.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/SpawnPoints	Node2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule	0	0	true	false	0	true	(0.0, 0.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/SpawnPoints/EntryWest	Marker2D	/root/Chapter03Route/RoomHost/Ch3ChapelVestibule/SpawnPoints	0	0	true	false	0	true	(160.0, 584.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player	CharacterBody2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime	12	12	true	false	0	true	(160.0, 584.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/VisualRoot	Node2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player	0	12	true	false	0	true	(160.0, 584.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/VisualRoot/AnimatedSprite2D	AnimatedSprite2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/VisualRoot	0	12	true	false	0	true	(160.0, 584.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/VisualRoot/WeaponVisual	Node2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/VisualRoot	1	13	true	false	0	true	(160.0, 584.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/VisualRoot/DeathEffects	Node2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/VisualRoot	2	14	true	false	0	true	(160.0, 584.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/VisualRoot/DeathEffects/GhostSprite	Sprite2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/VisualRoot/DeathEffects	0	14	true	false	0	false	(160.0, 591.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player	0	12	true	false	0	true	(160.0, 586.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/Hurtbox	Area2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player	0	12	true	false	0	true	(160.0, 584.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/Hurtbox/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/Hurtbox	0	12	true	false	0	true	(160.0, 586.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/CombatRoot	Node2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player	0	12	true	false	0	true	(160.0, 584.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/CombatRoot/AttackHitbox	Area2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/CombatRoot	0	12	true	false	0	true	(189.0, 581.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/CombatRoot/AttackHitbox/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/CombatRoot/AttackHitbox	0	12	true	false	0	true	(189.0, 581.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/CombatRoot/DashAttackHitbox	Area2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/CombatRoot	0	12	true	false	0	true	(197.0, 581.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/CombatRoot/DashAttackHitbox/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/CombatRoot/DashAttackHitbox	0	12	true	false	0	true	(197.0, 581.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player/Camera2D	Camera2D	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/Player	0	12	true	false	0	true	(160.0, 479.0)
CH3_CHAPEL_VESTIBULE	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/HUD/RoomFade	ColorRect	/root/Chapter03Route/PersistentRuntime/ChapterRuntime/HUD	0	0	true	false	1	false	(0.0, 0.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry	Node2D	/root/Chapter03Route/RoomHost	0	0	true	false	0	true	(0.0, 0.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Backdrop	Sprite2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry	-100	-100	true	false	0	true	(1152.0, 360.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/LeftBench	Sprite2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry	-30	-30	true	false	0	true	(390.0, 560.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/RightBench	Sprite2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry	-30	-30	true	false	0	true	(1190.0, 560.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Lectern	Sprite2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry	-30	-30	true	false	0	true	(930.0, 540.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry	Node2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry	0	0	true	false	0	true	(0.0, 0.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/Floor	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/Floor/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/Floor	0	0	true	false	0	true	(1152.0, 666.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/LeftWall	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/LeftWall/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/LeftWall	0	0	true	false	0	true	(-24.0, 360.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/WestSideGallery	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/WestSideGallery/Visual	Sprite2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/WestSideGallery	0	0	true	false	0	true	(600.0, 576.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/WestSideGallery/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/WestSideGallery	0	0	true	false	0	true	(600.0, 564.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/EastSideGallery	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/EastSideGallery/Visual	Sprite2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/EastSideGallery	0	0	true	false	0	true	(1480.0, 576.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/EastSideGallery/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/EastSideGallery	0	0	true	false	0	true	(1480.0, 564.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/EastAccessCorbel	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/EastAccessCorbel/Visual	Sprite2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/EastAccessCorbel	0	0	true	false	0	true	(1680.0, 516.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/EastAccessCorbel/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/EastAccessCorbel	0	0	true	false	0	true	(1680.0, 504.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/UpperArchiveLedge	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry	0	0	true	false	0	true	(0.0, 0.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/UpperArchiveLedge/Visual	Sprite2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/UpperArchiveLedge	0	0	true	false	0	true	(1832.0, 456.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/UpperArchiveLedge/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Geometry/UpperArchiveLedge	0	0	true	false	0	true	(1832.0, 444.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors	Node2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry	0	0	true	false	0	true	(0.0, 0.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor	Area2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors	0	0	true	false	0	true	(2180.0, 380.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor/Presentation	Node2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor	-30	-30	true	false	0	true	(2180.0, 380.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor/Presentation/DoorVisual	Sprite2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor/Presentation	0	-30	true	false	0	true	(2180.0, 380.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor/Blocker	StaticBody2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor	0	0	true	false	0	true	(2180.0, 380.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor/Blocker/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor/Blocker	0	0	true	false	0	true	(2180.0, 446.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor	0	0	true	false	0	true	(2124.0, 446.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor/Interaction	Node2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor	14	14	true	false	0	true	(2180.0, 380.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor/Interaction/Prompt	Label	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Doors/ChoirDoor/Interaction	0	14	true	false	0	false	(2080.0, 262.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies	Node2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry	0	0	true	false	0	true	(0.0, 0.0)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent	CharacterBody2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies	10	10	true	false	0	true	(720.0, 582.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/VisualRoot	Node2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent	0	10	true	false	0	true	(720.0, 582.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/VisualRoot/AnimatedSprite2D	AnimatedSprite2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/VisualRoot	0	10	true	false	0	true	(720.0, 582.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent	0	10	true	false	0	true	(720.0, 587.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/Hurtbox	Area2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent	0	10	true	false	0	true	(720.0, 582.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/Hurtbox/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/Hurtbox	0	10	true	false	0	true	(720.0, 587.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot	Node2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent	0	10	true	false	0	true	(720.0, 582.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot/ChainLashHitbox	Area2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot	0	10	true	false	0	true	(683.0, 579.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot/ChainLashHitbox/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot/ChainLashHitbox	0	10	true	false	0	true	(683.0, 579.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot/BellSlamHitbox	Area2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot	0	10	true	false	0	true	(692.0, 600.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot/BellSlamHitbox/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot/BellSlamHitbox	0	10	true	false	0	true	(692.0, 600.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot/ChainPullHitbox	Area2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot	0	10	true	false	0	true	(670.0, 578.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot/ChainPullHitbox/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/FacingRoot/ChainPullHitbox	0	10	true	false	0	true	(670.0, 578.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/DetectionArea	Area2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent	0	10	true	false	0	true	(720.0, 582.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/DetectionArea/CollisionShape2D	CollisionShape2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/DetectionArea	0	10	true	false	0	true	(720.0, 582.999)
CH3_NAVE_ENTRY	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent/WallCheck	RayCast2D	/root/Chapter03Route/RoomHost/Ch3NaveEntry/Enemies/BellchainPenitent	0	10	true	false	0	true	(720.0, 586.999)
