capture	room_id	spawn_id	position	camera_center	camera_limit_right	player_visible	action	door_state	acceptance_target	status
39_checkpoint_door_open_25.png	CH3_BOSS_CHECKPOINT	ConfessionDoor	(790.0, 584.0)	(448.0, 360.0)	896	true	idle	25%	door partial	CAPTURED
39_checkpoint_door_open_50.png	CH3_BOSS_CHECKPOINT	ConfessionDoor	(790.0, 584.0)	(448.0, 360.0)	896	true	idle	50%	door partial	CAPTURED
39_checkpoint_door_open_pass.png	CH3_BOSS_CHECKPOINT	ConfessionDoor	(790.0, 584.0)	(448.0, 360.0)	896	true	run	100%	door pass-through	CAPTURED
43_ante_t01_statue.png	CH3_BOSS_ANTE	Statue	(160.0, 584.0)	(640.0, 360.0)	1664	true	idle	closed	T1 statue	CAPTURED
44_ante_t02_shrine.png	CH3_BOSS_ANTE	CheckpointShrine	(214.0, 584.0)	(640.0, 360.0)	1664	true	idle	closed	T2 shrine	CAPTURED
45_ante_t03_confession_boards.png	CH3_BOSS_ANTE	ConfessionBoards01	(510.0, 584.0)	(640.0, 360.0)	1664	true	run	closed	T3 boards	CAPTURED
46_ante_t04_lectern_front.png	CH3_BOSS_ANTE	Lectern	(780.0, 584.0)	(780.0, 360.0)	1664	true	idle	closed	T4 lectern	CAPTURED
47_ante_t05_lectern_jump.png	CH3_BOSS_ANTE	Lectern	(850.0, 584.0)	(850.0, 360.0)	1664	true	jump	closed	T5/T8 lectern overlap	CAPTURED
48_ante_t06_attack.png	CH3_BOSS_ANTE	ConfessionBoards02	(1060.0, 584.0)	(1024.0, 360.0)	1664	true	normal_attack	closed	T6/T9 weapon	CAPTURED
49_ante_t07_dash_attack.png	CH3_BOSS_ANTE	GroundDetail	(1120.0, 584.0)	(1024.0, 360.0)	1664	true	dash_attack	closed	T7/T10 ground detail	CAPTURED
50_gate_b01_closed_front.png	CH3_BOSS_ANTE	BossGate	(1472.0, 584.0)	(1024.0, 360.0)	1664	true	idle	closed	B1 closed	CAPTURED
51_gate_b02_closed_left.png	CH3_BOSS_ANTE	BossGateLeft	(1398.0, 584.0)	(1024.0, 360.0)	1664	true	idle	closed	B2 left	CAPTURED
52_gate_b03_closed_right.png	CH3_BOSS_ANTE	BossGateRight	(1546.0, 584.0)	(1024.0, 360.0)	1664	true	idle	closed	B3 right	CAPTURED
53_gate_b04_jump.png	CH3_BOSS_ANTE	BossGateLintel	(1472.0, 508.0)	(1024.0, 360.0)	1664	true	double_jump	closed	B4 lintel	CAPTURED
54_gate_b05_prompt.png	CH3_BOSS_ANTE	BossGateTrigger	(1222.0, 584.0)	(1024.0, 360.0)	1664	true	interact	closed	B5 prompt	CAPTURED
55_gate_b07_lit_and_cracked.png	CH3_BOSS_ANTE	BossGate	(1472.0, 584.0)	(1024.0, 360.0)	1664	true	idle	lit	B6/B7 sequence	CAPTURED
55a_gate_b08_open_25.png	CH3_BOSS_ANTE	BossGate	(1472.0, 584.0)	(1024.0, 360.0)	1664	true	idle	25%	B8 partial	CAPTURED
55b_gate_b09_open_50.png	CH3_BOSS_ANTE	BossGate	(1472.0, 584.0)	(1024.0, 360.0)	1664	true	idle	50%	B9 partial	CAPTURED
56_gate_b10_open_pass.png	CH3_BOSS_ANTE	BossGate	(1472.0, 584.0)	(1024.0, 360.0)	1664	true	run	100%	B10 pass-through	CAPTURED
56a_gate_b11_fade.png	CH3_BOSS_ANTE	BossGate	(1472.0, 584.0)	(1024.0, 360.0)	1664	true	run	fade	B11 CanvasLayer Fade	CAPTURED
57_boss_room_entry.png	CH3_BOSS	EntryWest	(160.0, 584.0)	(640.0, 360.0)	3200	true	idle	open	Boss room entrance	CAPTURED
58_boss_room_center_attack.png	CH3_BOSS	SanctumCenter	(1180.0, 584.0)	(1180.0, 360.0)	3200	true	normal_attack	open	Boss arena center	CAPTURED
59_boss_room_air_dash.png	CH3_BOSS	SanctumEast	(1900.0, 520.0)	(1900.0, 360.0)	3200	true	air_dash	open	Boss arena east	CAPTURED
60_post_boss_entry.png	CH3_POST_BOSS	EntryWest	(160.0, 584.0)	(640.0, 360.0)	1280	true	idle	open	post-Boss entrance	CAPTURED
61_post_boss_reliquary.png	CH3_POST_BOSS	Reliquary	(660.0, 584.0)	(640.0, 360.0)	1280	true	interact	open	reward boundary	CAPTURED
62_post_boss_exit.png	CH3_POST_BOSS	UnderkeepExit	(1120.0, 584.0)	(640.0, 360.0)	1280	true	run	open	post-Boss exit	CAPTURED
63_underkeep_entry.png	CH3_UNDERKEEP_DESCENT	EntryWest	(160.0, 584.0)	(640.0, 360.0)	2304	true	idle	open	underkeep entrance	CAPTURED
64_underkeep_water_idle.png	CH3_UNDERKEEP_DESCENT	WaterSurface01	(1040.0, 584.0)	(1040.0, 360.0)	2304	true	idle	open	4px water edge	CAPTURED
65_underkeep_water_jump.png	CH3_UNDERKEEP_DESCENT	WaterSurface01	(1040.0, 520.0)	(1040.0, 360.0)	2304	true	jump	open	water jump	CAPTURED
66_underkeep_water_attack.png	CH3_UNDERKEEP_DESCENT	WaterSurface02	(1600.0, 584.0)	(1600.0, 360.0)	2304	true	normal_attack	open	water weapon	CAPTURED
67_underkeep_chapter4_boundary.png	CH3_UNDERKEEP_DESCENT	Chapter04Boundary	(2100.0, 584.0)	(1664.0, 360.0)	2304	true	interact	open	planned terminal	CAPTURED
